PCTNAME	MCDNAME	COUNTYNAME	TOTVOTING	USPRSR	USPRSDFL	USPRSTOTAL	pct_usprsr_2012	pct_usprsd_2012	victory_margin_2012
MINNEAPOLIS W-8 P-04	Minneapolis	Hennepin	1442	142	1251	1430	9.93	87.48	-78
MINNEAPOLIS W-8 P-05	Minneapolis	Hennepin	2263	283	1923	2257	12.54	85.2	-73
MINNEAPOLIS W-8 P-06	Minneapolis	Hennepin	2265	214	1975	2253	9.5	87.66	-78
MINNEAPOLIS W-8 P-07	Minneapolis	Hennepin	2742	345	2310	2737	12.61	84.4	-72
MINNEAPOLIS W-8 P-08	Minneapolis	Hennepin	2560	323	2163	2553	12.65	84.72	-72
MINNEAPOLIS W-9 P-01	Minneapolis	Hennepin	1952	130	1725	1935	6.72	89.15	-82
MINNEAPOLIS W-9 P-02	Minneapolis	Hennepin	2277	176	1961	2250	7.82	87.16	-79
MINNEAPOLIS W-9 P-03	Minneapolis	Hennepin	1574	186	1314	1562	11.91	84.12	-72
MINNEAPOLIS W-9 P-04	Minneapolis	Hennepin	1132	94	972	1120	8.39	86.79	-78
MINNEAPOLIS W-9 P-05	Minneapolis	Hennepin	553	46	467	542	8.49	86.16	-78
MINNEAPOLIS W-9 P-06	Minneapolis	Hennepin	2000	255	1667	1995	12.78	83.56	-71
MINNEAPOLIS W-9 P-07	Minneapolis	Hennepin	1108	101	956	1104	9.15	86.59	-77
MINNEAPOLIS W-9 P-08	Minneapolis	Hennepin	210	21	182	205	10.24	88.78	-79
MINNEAPOLIS W-10 P-01	Minneapolis	Hennepin	1993	195	1683	1983	9.83	84.87	-75
MINNEAPOLIS W-10 P-02	Minneapolis	Hennepin	2103	355	1649	2097	16.93	78.64	-62
MINNEAPOLIS W-10 P-03A	Minneapolis	Hennepin	1771	364	1359	1769	20.58	76.82	-56
MINNEAPOLIS W-10 P-03B	Minneapolis	Hennepin	0	0	0	0			
MINNEAPOLIS W-10 P-04	Minneapolis	Hennepin	1794	260	1474	1793	14.5	82.21	-68
MINNEAPOLIS W-10 P-05A	Minneapolis	Hennepin	1485	190	1240	1471	12.92	84.3	-71
MINNEAPOLIS W-10 P-05B	Minneapolis	Hennepin	0	0	0	0			
MINNEAPOLIS W-10 P-06	Minneapolis	Hennepin	2245	304	1841	2231	13.63	82.52	-69
MINNEAPOLIS W-10 P-07	Minneapolis	Hennepin	3020	228	2603	2999	7.6	86.8	-79
MINNEAPOLIS W-10 P-08	Minneapolis	Hennepin	1697	148	1462	1675	8.84	87.28	-78
MINNEAPOLIS W-10 P-09	Minneapolis	Hennepin	2002	162	1711	1988	8.15	86.07	-78
MINNEAPOLIS W-11 P-01	Minneapolis	Hennepin	1600	259	1309	1597	16.22	81.97	-66
MINNEAPOLIS W-11 P-02	Minneapolis	Hennepin	2160	475	1637	2151	22.08	76.1	-54
MINNEAPOLIS W-11 P-03	Minneapolis	Hennepin	2003	332	1623	1996	16.63	81.31	-65
MINNEAPOLIS W-11 P-04	Minneapolis	Hennepin	2507	404	2028	2502	16.15	81.06	-65
MINNEAPOLIS W-11 P-05	Minneapolis	Hennepin	1357	290	1040	1357	21.37	76.64	-55
MINNEAPOLIS W-11 P-06	Minneapolis	Hennepin	2300	533	1720	2295	23.22	74.95	-52
MINNEAPOLIS W-11 P-07	Minneapolis	Hennepin	2117	513	1547	2114	24.27	73.18	-49
MINNEAPOLIS W-11 P-08	Minneapolis	Hennepin	1986	478	1458	1981	24.13	73.6	-49
MINNEAPOLIS W-11 P-09	Minneapolis	Hennepin	1176	246	889	1162	21.17	76.51	-55
MINNEAPOLIS W-11 P-10	Minneapolis	Hennepin	1544	394	1124	1542	25.55	72.89	-47
MINNEAPOLIS W-12 P-01	Minneapolis	Hennepin	2339	329	1931	2327	14.14	82.98	-69
MINNEAPOLIS W-12 P-02	Minneapolis	Hennepin	2044	311	1674	2031	15.31	82.42	-67
MINNEAPOLIS W-12 P-03	Minneapolis	Hennepin	2503	439	1997	2497	17.58	79.98	-62
MINNEAPOLIS W-12 P-04	Minneapolis	Hennepin	1141	191	905	1139	16.77	79.46	-63
MINNEAPOLIS W-12 P-05	Minneapolis	Hennepin	2629	480	2061	2620	18.32	78.66	-60
MINNEAPOLIS W-12 P-06	Minneapolis	Hennepin	2821	555	2185	2809	19.76	77.79	-58
MINNEAPOLIS W-12 P-07	Minneapolis	Hennepin	128	46	77	126	36.51	61.11	-25
MINNEAPOLIS W-12 P-08	Minneapolis	Hennepin	3301	524	2659	3284	15.96	80.97	-65
MINNEAPOLIS W-12 P-09	Minneapolis	Hennepin	1557	287	1199	1555	18.46	77.11	-59
MINNEAPOLIS W-12 P-10	Minneapolis	Hennepin	1722	401	1273	1715	23.38	74.23	-51
MINNEAPOLIS W-13 P-01	Minneapolis	Hennepin	1878	524	1309	1873	27.98	69.89	-42
MINNEAPOLIS W-13 P-02	Minneapolis	Hennepin	2368	443	1879	2364	18.74	79.48	-61
MINNEAPOLIS W-13 P-03	Minneapolis	Hennepin	2469	467	1943	2461	18.98	78.95	-60
MINNEAPOLIS W-13 P-04	Minneapolis	Hennepin	2594	600	1948	2589	23.17	75.24	-52
MINNEAPOLIS W-13 P-05	Minneapolis	Hennepin	2558	512	2005	2554	20.05	78.5	-58
MINNEAPOLIS W-13 P-06	Minneapolis	Hennepin	3004	564	2381	3000	18.8	79.37	-61
MINNEAPOLIS W-13 P-07	Minneapolis	Hennepin	2602	595	1964	2595	22.93	75.68	-53
MINNEAPOLIS W-13 P-08	Minneapolis	Hennepin	1919	435	1445	1915	22.72	75.46	-53
MINNEAPOLIS W-13 P-09	Minneapolis	Hennepin	2439	616	1769	2435	25.3	72.65	-47
MINNETONKA W-1 P-A	Minnetonka	Hennepin	1545	640	877	1541	41.53	56.91	-15
MINNETONKA W-1 P-B	Minnetonka	Hennepin	1212	521	667	1206	43.2	55.31	-12
MINNETONKA W-1 P-C	Minnetonka	Hennepin	1372	520	825	1365	38.1	60.44	-22
MINNETONKA W-1 P-D	Minnetonka	Hennepin	1949	776	1116	1942	39.96	57.47	-18
MINNETONKA W-1 P-E	Minnetonka	Hennepin	1138	519	599	1137	45.65	52.68	-7
MINNETONKA W-1 P-F	Minnetonka	Hennepin	1362	563	774	1361	41.37	56.87	-15
MINNETONKA W-2 P-B-Q	Minnetonka	Hennepin	1170	529	629	1168	45.29	53.85	-9
MINNETONKA W-2 P-A-Q	Minnetonka	Hennepin	1826	703	1101	1823	38.56	60.39	-22
MINNETONKA W-2 P-C	Minnetonka	Hennepin	1925	806	1082	1920	41.98	56.35	-14
MINNETONKA W-2 P-D-Q	Minnetonka	Hennepin	1989	710	1238	1974	35.97	62.72	-27
MINNETONKA W-2 P-E	Minnetonka	Hennepin	1515	518	944	1510	34.3	62.52	-28
MINNETONKA W-3 P-A	Minnetonka	Hennepin	1130	442	671	1126	39.25	59.59	-20
MINNETONKA W-3 P-B	Minnetonka	Hennepin	1189	567	599	1185	47.85	50.55	-3
MINNETONKA W-3 P-C-V	Minnetonka	Hennepin	1549	698	831	1544	45.21	53.82	-9
MINNETONKA W-3 P-D-V	Minnetonka	Hennepin	1661	887	741	1660	53.43	44.64	9
MINNETONKA W-3 P-E	Minnetonka	Hennepin	1256	532	704	1248	42.63	56.41	-14
MINNETONKA W-3 P-F-V	Minnetonka	Hennepin	2116	1039	1039	2110	49.24	49.24	0
MINNETONKA W-4 P-A	Minnetonka	Hennepin	1104	547	530	1100	49.73	48.18	2
MINNETONKA W-4 P-B	Minnetonka	Hennepin	1319	612	674	1313	46.61	51.33	-5
MINNETONKA W-4 P-C	Minnetonka	Hennepin	1604	775	792	1598	48.5	49.56	-1
MINNETONKA W-4 P-D-Z	Minnetonka	Hennepin	1647	724	885	1644	44.04	53.83	-10
MINNETONKA W-4 P-E-Z	Minnetonka	Hennepin	1320	528	755	1320	40	57.2	-17
MINNETONKA W-4 P-F	Minnetonka	Hennepin	1484	663	801	1477	44.89	54.23	-9
MINNETONKA BEACH P-01	Minnetonka Beach	Hennepin	400	276	122	400	69	30.5	39
MINNETRISTA P-1A	Minnetrista	Hennepin	1455	875	545	1445	60.55	37.72	23
MINNETRISTA P-2A	Minnetrista	Hennepin	445	284	153	445	63.82	34.38	29
MINNETRISTA P-3A	Minnetrista	Hennepin	1047	718	312	1047	68.58	29.8	39
MINNETRISTA P-4A	Minnetrista	Hennepin	1143	794	332	1138	69.77	29.17	41
MOUND P-1	Mound	Hennepin	1390	735	621	1387	52.99	44.77	8
MOUND P-2	Mound	Hennepin	1393	747	600	1386	53.9	43.29	11
MOUND P-3	Mound	Hennepin	1472	736	678	1463	50.31	46.34	4
MOUND P-4	Mound	Hennepin	1426	701	696	1424	49.23	48.88	0
NEW HOPE P-01	New Hope	Hennepin	1028	380	621	1022	37.18	60.76	-24
NEW HOPE P-02	New Hope	Hennepin	1705	594	1064	1697	35	62.7	-28
NEW HOPE P-03	New Hope	Hennepin	1735	693	1007	1728	40.1	58.28	-18
NEW HOPE P-04	New Hope	Hennepin	1625	686	891	1611	42.58	55.31	-13
NEW HOPE P-05	New Hope	Hennepin	1138	410	692	1134	36.16	61.02	-25
NEW HOPE P-06	New Hope	Hennepin	574	185	377	571	32.4	66.02	-34
NEW HOPE P-07	New Hope	Hennepin	2156	881	1204	2134	41.28	56.42	-15
NEW HOPE P-08	New Hope	Hennepin	1573	515	1017	1568	32.84	64.86	-32
ORONO P-01	Orono	Hennepin	1541	949	573	1537	61.74	37.28	24
ORONO P-02	Orono	Hennepin	725	451	265	723	62.38	36.65	26
ORONO P-3A	Orono	Hennepin	1156	684	451	1155	59.22	39.05	20
ORONO P-4A	Orono	Hennepin	1696	1062	603	1691	62.8	35.66	27
OSSEO P-01	Osseo	Hennepin	1455	647	763	1446	44.74	52.77	-8
PLYMOUTH W-1 P-01	Plymouth	Hennepin	1027	518	494	1026	50.49	48.15	2
PLYMOUTH W-1 P-02	Plymouth	Hennepin	2854	1495	1306	2844	52.57	45.92	7
PLYMOUTH W-1 P-03	Plymouth	Hennepin	1420	815	589	1416	57.56	41.6	16
PLYMOUTH W-1 P-04	Plymouth	Hennepin	2022	1073	916	2019	53.15	45.37	8
PLYMOUTH W-1 P-05	Plymouth	Hennepin	1971	1060	891	1967	53.89	45.3	9
PLYMOUTH W-1 P-06	Plymouth	Hennepin	1306	691	600	1304	52.99	46.01	7
PLYMOUTH W-2 P-07	Plymouth	Hennepin	2937	1603	1279	2932	54.67	43.62	11
PLYMOUTH W-2 P-08	Plymouth	Hennepin	1599	779	784	1595	48.84	49.15	0
PLYMOUTH W-2 P-09	Plymouth	Hennepin	2664	1093	1512	2653	41.2	56.99	-16
PLYMOUTH W-2 P-10	Plymouth	Hennepin	1357	702	632	1352	51.92	46.75	5
PLYMOUTH W-2 P-11	Plymouth	Hennepin	1455	705	723	1448	48.69	49.93	-1
PLYMOUTH W-2 P-12	Plymouth	Hennepin	1450	734	685	1448	50.69	47.31	3
PLYMOUTH W-3 P-13	Plymouth	Hennepin	2316	996	1266	2314	43.04	54.71	-12
PLYMOUTH W-3 P-14	Plymouth	Hennepin	3223	1397	1738	3214	43.47	54.08	-11
PLYMOUTH W-3 P-15	Plymouth	Hennepin	1725	750	920	1718	43.66	53.55	-10
PLYMOUTH W-3 P-16	Plymouth	Hennepin	2289	1055	1177	2279	46.29	51.65	-5
PLYMOUTH W-3 P-17	Plymouth	Hennepin	1265	466	752	1262	36.93	59.59	-23
PLYMOUTH W-4 P-18	Plymouth	Hennepin	2052	1032	989	2046	50.44	48.34	2
PLYMOUTH W-4 P-19	Plymouth	Hennepin	1389	684	687	1389	49.24	49.46	0
PLYMOUTH W-4 P-20	Plymouth	Hennepin	2078	1089	954	2072	52.56	46.04	7
PLYMOUTH W-4 P-21	Plymouth	Hennepin	2029	960	1036	2024	47.43	51.19	-4
PLYMOUTH W-4 P-22	Plymouth	Hennepin	2059	813	1186	2043	39.79	58.05	-18
PLYMOUTH W-4 P-23	Plymouth	Hennepin	1903	791	1045	1894	41.76	55.17	-13
RICHFIELD W-1 P-03	Richfield	Hennepin	2494	835	1586	2481	33.66	63.93	-30
RICHFIELD W-1 P-04	Richfield	Hennepin	1985	628	1290	1978	31.75	65.22	-33
RICHFIELD W-1 P-05	Richfield	Hennepin	2348	784	1516	2345	33.43	64.65	-31
RICHFIELD W-2 P-02	Richfield	Hennepin	2484	736	1684	2475	29.74	68.04	-38
RICHFIELD W-2 P-06	Richfield	Hennepin	2425	795	1557	2414	32.93	64.5	-32
RICHFIELD W-2 P-07	Richfield	Hennepin	1767	581	1144	1758	33.05	65.07	-32
RICHFIELD W-3 P-01	Richfield	Hennepin	1425	445	924	1408	31.61	65.63	-34
RICHFIELD W-3 P-08	Richfield	Hennepin	1609	473	1076	1596	29.64	67.42	-38
RICHFIELD W-3 P-09	Richfield	Hennepin	2329	642	1587	2300	27.91	69	-41
ROBBINSDALE W-1	Robbinsdale	Hennepin	2128	729	1335	2118	34.42	63.03	-29
ROBBINSDALE W-2	Robbinsdale	Hennepin	2303	769	1461	2293	33.54	63.72	-30
ROBBINSDALE W-3	Robbinsdale	Hennepin	1940	628	1251	1931	32.52	64.79	-32
ROBBINSDALE W-4	Robbinsdale	Hennepin	2103	564	1462	2097	26.9	69.72	-43
ROCKFORD P-01	Rockford	Hennepin	212	111	95	212	52.36	44.81	8
ROGERS P-01	Rogers	Hennepin	2741	1700	970	2727	62.34	35.57	27
ROGERS P-02	Rogers	Hennepin	3662	2381	1214	3649	65.25	33.27	32
SHOREWOOD P-1	Shorewood	Hennepin	136	85	51	136	62.5	37.5	25
SHOREWOOD P-2	Shorewood	Hennepin	1519	900	595	1516	59.37	39.25	20
SHOREWOOD P-3	Shorewood	Hennepin	1388	691	666	1382	50	48.19	2
SHOREWOOD P-4	Shorewood	Hennepin	1959	1134	797	1955	58.01	40.77	17
SPRING PARK P-01	Spring Park	Hennepin	1052	569	453	1047	54.35	43.27	11
ST ANTHONY P-01	St. Anthony	Hennepin	1422	531	848	1415	37.53	59.93	-22
ST ANTHONY P-02	St. Anthony	Hennepin	2264	882	1330	2260	39.03	58.85	-20
ST BONIFACIUS P-01	St Bonifacius	Hennepin	1387	831	521	1382	60.13	37.7	22
ST LOUIS PARK W-1 P-01	St Louis Park	Hennepin	2421	793	1585	2417	32.81	65.58	-33
ST LOUIS PARK W-1 P-02	St Louis Park	Hennepin	2864	876	1896	2855	30.68	66.41	-36
ST LOUIS PARK W-1 P-03	St Louis Park	Hennepin	1079	302	732	1076	28.07	68.03	-40
ST LOUIS PARK W-1 P-04	St Louis Park	Hennepin	996	307	663	995	30.85	66.63	-36
ST LOUIS PARK W-2 P-05	St Louis Park	Hennepin	1197	426	744	1197	35.59	62.16	-27
ST LOUIS PARK W-2 P-06	St Louis Park	Hennepin	2080	686	1334	2069	33.16	64.48	-31
ST LOUIS PARK W-2 P-07	St Louis Park	Hennepin	2425	780	1586	2419	32.24	65.56	-33
ST LOUIS PARK W-2 P-08	St Louis Park	Hennepin	1916	599	1265	1905	31.44	66.4	-35
ST LOUIS PARK W-3 P-09	St Louis Park	Hennepin	1650	441	1163	1641	26.87	70.87	-44
ST LOUIS PARK W-3 P-10	St Louis Park	Hennepin	1621	502	1070	1612	31.14	66.38	-35
ST LOUIS PARK W-3 P-11	St Louis Park	Hennepin	1444	456	946	1436	31.75	65.88	-34
ST LOUIS PARK W-3 P-12	St Louis Park	Hennepin	2447	706	1666	2441	28.92	68.25	-39
ST LOUIS PARK W-4 P-13	St Louis Park	Hennepin	1680	593	1035	1677	35.36	61.72	-26
ST LOUIS PARK W-4 P-14	St Louis Park	Hennepin	2647	724	1857	2629	27.54	70.64	-43
ST LOUIS PARK W-4 P-15	St Louis Park	Hennepin	1592	485	1060	1588	30.54	66.75	-36
ST LOUIS PARK W-4 P-16	St Louis Park	Hennepin	1282	417	827	1278	32.63	64.71	-32
TONKA BAY P-01	Tonka Bay	Hennepin	1060	608	427	1058	57.47	40.36	17
WAYZATA P-01	Wayzata	Hennepin	2540	1405	1091	2528	55.58	43.16	12
WOODLAND P-01	Woodland	Hennepin	346	219	124	346	63.29	35.84	27
BLACK HAMMER TWP.	Black Hammer Twp	Houston	162	73	82	161	45.34	50.93	-6
BROWNSVILLE	Brownsville	Houston	289	107	174	288	37.15	60.42	-23
BROWNSVILLE TWP.	Brownsville Twp	Houston	243	117	119	242	48.35	49.17	-1
CALEDONIA P-1	Caledonia	Houston	589	245	327	585	41.88	55.9	-14
CALEDONIA P-2	Caledonia	Houston	752	336	395	746	45.04	52.95	-8
CALEDONIA TWP.	Caledonia Twp	Houston	364	195	158	362	53.87	43.65	10
CROOKED CREEK TWP.	Crooked Creek Twp	Houston	154	77	71	154	50	46.1	4
EITZEN	Eitzen	Houston	140	79	60	140	56.43	42.86	14
HOKAH	Hokah	Houston	300	121	173	299	40.47	57.86	-17
HOKAH TWP.	Hokah Twp	Houston	297	147	137	292	50.34	46.92	3
HOUSTON	Houston	Houston	478	226	226	472	47.88	47.88	0
HOUSTON TWP.	Houston Twp	Houston	249	129	112	245	52.65	45.71	7
JEFFERSON TWP.	Jefferson Twp	Houston	67	32	32	65	49.23	49.23	0
LA CRESCENT P-1	La Crescent	Houston	1390	722	637	1380	52.32	46.16	6
LA CRESCENT P-2	La Crescent	Houston	985	361	609	982	36.76	62.02	-25
LA CRESCENT P-3	La Crescent	Houston	480	201	271	479	41.96	56.58	-15
LA CRESCENT TWP.	La Crescent Twp	Houston	837	451	367	834	54.08	44	10
MAYVILLE TWP.	Mayville Twp	Houston	212	113	97	211	53.55	45.97	8
MONEY CREEK TWP.	Money Creek Twp	Houston	330	178	143	329	54.1	43.47	11
MOUND PRAIRIE TWP.	Mound Prairie Twp	Houston	355	171	171	353	48.44	48.44	0
SHELDON TWP.	Sheldon Twp	Houston	160	92	64	159	57.86	40.25	18
SPRING GROVE	Spring Grove	Houston	687	251	413	675	37.19	61.19	-24
SPRING GROVE TWP.	Spring Grove Twp	Houston	230	126	101	228	55.26	44.3	11
UNION TWP.	Union Twp	Houston	195	111	73	194	57.22	37.63	20
WILMINGTON TWP.	Wilmington Twp	Houston	243	117	121	243	48.15	49.79	-2
WINNEBAGO TWP.	Winnebago Twp	Houston	129	73	53	128	57.03	41.41	16
YUCATAN TWP.	Yucatan Twp	Houston	200	100	95	200	50	47.5	3
AKELEY	Akeley	Hubbard	196	86	101	193	44.56	52.33	-8
AKELEY TWP.	Akeley Twp	Hubbard	326	173	149	324	53.4	45.99	7
ARAGO TWP.	Arago Twp	Hubbard	397	250	143	397	62.97	36.02	27
BADOURA TWP.	Badoura Twp	Hubbard	70	27	36	69	39.13	52.17	-13
CLAY TWP.	Clay Twp	Hubbard	69	46	22	68	67.65	32.35	35
CLOVER TWP.	Clover Twp	Hubbard	101	56	41	99	56.57	41.41	15
CROW WING LAKE TWP.	Crow Wing Lake Twp	Hubbard	225	135	86	224	60.27	38.39	22
FARDEN TWP. P-1	Farden Twp	Hubbard	524	247	262	523	47.23	50.1	-3
FARDEN TWP. P-2	Farden Twp	Hubbard	44	21	22	44	47.73	50	-2
FERN TWP.	Fern Twp	Hubbard	144	81	58	144	56.25	40.28	16
GUTHRIE TWP.	Guthrie Twp	Hubbard	310	194	114	309	62.78	36.89	26
HART LAKE TWP. P-1	Hart Lake Twp	Hubbard	210	119	83	208	57.21	39.9	17
HART LAKE TWP. P-2	Hart Lake Twp	Hubbard	60	26	34	60	43.33	56.67	-13
HELGA TWP.	Helga Twp	Hubbard	856	487	351	852	57.16	41.2	16
HENDRICKSON TWP.	Hendrickson Twp	Hubbard	152	91	54	151	60.26	35.76	25
HENRIETTA TWP.	Henrietta Twp	Hubbard	899	573	304	892	64.24	34.08	30
HUBBARD TWP.	Hubbard Twp	Hubbard	458	281	167	457	61.49	36.54	25
LAKE ALICE TWP.	Lake Alice Twp	Hubbard	50	29	21	50	58	42	16
LAKE EMMA TWP.	Lake Emma Twp	Hubbard	697	383	304	694	55.19	43.8	11
LAKE GEORGE TWP.	Lake George Twp	Hubbard	220	133	81	219	60.73	36.99	24
LAKE HATTIE TWP.	Lake Hattie Twp	Hubbard	114	70	35	112	62.5	31.25	31
LAKEPORT TWP. P-1	Lakeport Twp	Hubbard	501	218	266	494	44.13	53.85	-10
LAKEPORT TWP. P-2	Lakeport Twp	Hubbard	47	28	18	47	59.57	38.3	21
LA PORTE	Laporte	Hubbard	53	30	18	53	56.6	33.96	23
MANTRAP TWP.	Mantrap Twp	Hubbard	332	170	149	328	51.83	45.43	6
NEVIS	Nevis	Hubbard	210	102	98	209	48.8	46.89	2
NEVIS TWP.	Nevis Twp	Hubbard	652	392	248	650	60.31	38.15	22
PARK RAPIDS P-1	Park Rapids	Hubbard	714	365	313	700	52.14	44.71	7
PARK RAPIDS P-2	Park Rapids	Hubbard	1071	645	391	1051	61.37	37.2	24
ROCKWOOD TWP.	Rockwood Twp	Hubbard	294	163	115	287	56.79	40.07	17
SCHOOLCRAFT TWP.	Schoolcraft Twp	Hubbard	68	44	24	68	64.71	35.29	29
STEAMBOAT RIVER TWP. P-1	Steamboat River Twp	Hubbard	70	36	34	70	51.43	48.57	3
STEAMBOAT RIVER TWP. P-2	Steamboat River Twp	Hubbard	5	5	0	5	100	0	100
STRAIGHT RIVER TWP.	Straight River Twp	Hubbard	403	245	151	402	60.95	37.56	23
THORPE TWP.	Thorpe Twp	Hubbard	34	14	16	33	42.42	48.48	-6
TODD TWP. P-1	Todd Twp	Hubbard	733	496	227	729	68.04	31.14	37
TODD TWP. P-2	Todd Twp	Hubbard	44	30	13	43	69.77	30.23	40
WHITE OAK TWP.	White Oak Twp	Hubbard	263	131	127	262	50	48.47	2
ATHENS TWP	Athens Twp	Isanti	1220	685	508	1216	56.33	41.78	15
BRADFORD TWP	Bradford Twp	Isanti	1867	1071	739	1861	57.55	39.71	18
BRAHAM CITY	Braham	Isanti	784	413	342	777	53.15	44.02	9
CAMBRIDGE WEST - P1	Cambridge	Isanti	2455	1272	1113	2439	52.15	45.63	7
CAMBRIDGE EAST - P2	Cambridge	Isanti	1594	862	682	1584	54.42	43.06	11
CAMBRIDGE TWP	Cambridge Twp	Isanti	1401	816	555	1395	58.49	39.78	19
DALBO TWP	Dalbo Twp	Isanti	392	263	119	391	67.26	30.43	37
ISANTI CITY	Isanti	Isanti	2400	1349	959	2390	56.44	40.13	16
ISANTI TWP	Isanti Twp	Isanti	1365	817	502	1358	60.16	36.97	23
MAPLE RIDGE TWP	Maple Ridge Twp	Isanti	445	238	190	443	53.72	42.89	11
NORTH BRANCH TWP	North Branch Twp	Isanti	1023	566	429	1019	55.54	42.1	13
OXFORD TWP	Oxford Twp	Isanti	501	319	163	500	63.8	32.6	31
SAINT FRANCIS P-3	St. Francis	Isanti	0	0	0	0			
SPENCER BROOK TWP	Spencer Brook Twp	Isanti	902	591	266	896	65.96	29.69	36
SPRINGVALE TWP	Springvale Twp	Isanti	886	545	317	879	62	36.06	26
STANCHFIELD TWP	Stanchfield Twp	Isanti	650	373	266	648	57.56	41.05	17
STANFORD TWP	Stanford Twp	Isanti	1379	889	452	1374	64.7	32.9	32
WYANETT TWP	Wyanett Twp	Isanti	1052	606	422	1047	57.88	40.31	18
ALVWOOD TWP	Alvwood Twp	Itasca	28	16	10	28	57.14	35.71	21
ARBO TWP	Arbo Twp	Itasca	526	245	267	524	46.76	50.95	-4
ARDENHURST TWP	Ardenhurst Twp	Itasca	101	66	35	101	65.35	34.65	31
BALL CLUB PREC	Ball Club Unorganized	Itasca	202	54	141	200	27	70.5	-43
BALSAM TWP	Balsam Twp	Itasca	366	194	166	365	53.15	45.48	8
COHASSET	Cohasset	Itasca	1561	827	684	1551	53.32	44.1	9
BASS LAKE PREC	Bass Lake Unorganized	Itasca	720	360	333	716	50.28	46.51	4
BEARVILLE TWP	Bearville Twp	Itasca	127	45	78	127	35.43	61.42	-26
BIGFORK	Bigfork	Itasca	193	80	105	191	41.88	54.97	-13
BIGFORK TWP	Bigfork Twp	Itasca	132	70	61	134	52.24	45.52	7
BLACKBERRY TWP	Blackberry Twp	Itasca	467	246	207	463	53.13	44.71	8
BOVEY	Bovey	Itasca	336	90	230	331	27.19	69.49	-42
BOWSTRING TWP	Bowstring Twp	Itasca	134	56	73	132	42.42	55.3	-13
NORTH UNORGANIZED PREC	North Unorganized	Itasca	319	150	155	319	47.02	48.59	-2
CALUMET	Calumet	Itasca	163	44	117	163	26.99	71.78	-45
CARPENTER TWP	Carpenter Twp	Itasca	98	54	43	98	55.1	43.88	11
COLERAINE	Coleraine	Itasca	1025	391	603	1021	38.3	59.06	-21
DEER LAKE PREC	Deer Lake Unorganized	Itasca	414	212	193	413	51.33	46.73	5
DEER RIVER P-1	Deer River	Itasca	3	1	2	3	33.33	66.67	-33
DEER RIVER P-2	Deer River	Itasca	396	159	218	394	40.36	55.33	-15
DEER RIVER TWP P-1	Deer River Twp	Itasca	0	0	0	0			
DEER RIVER TWP P-2	Deer River Twp	Itasca	388	209	170	388	53.87	43.81	10
EFFIE	Effie	Itasca	49	24	20	49	48.98	40.82	8
FEELEY TWP	Feeley Twp	Itasca	188	85	102	188	45.21	54.26	-9
GOOD HOPE TWP	Good Hope Twp	Itasca	67	44	21	66	66.67	31.82	35
GOODLAND TWP	Goodland Twp	Itasca	324	141	175	324	43.52	54.01	-10
GRAN PREC	Gran Unorganized	Itasca	190	66	117	190	34.74	61.58	-27
GRAND RAPIDS P-1	Grand Rapids	Itasca	1103	435	630	1096	39.69	57.48	-18
GRAND RAPIDS P-2	Grand Rapids	Itasca	1413	569	791	1399	40.67	56.54	-16
GRAND RAPIDS P-3	Grand Rapids	Itasca	1029	409	588	1020	40.1	57.65	-18
GRAND RAPIDS P-4	Grand Rapids	Itasca	1750	806	909	1738	46.38	52.3	-6
GRATTAN TWP	Grattan Twp	Itasca	26	22	4	26	84.62	15.38	69
GREENWAY TWP P-1	Greenway Twp	Itasca	143	30	113	143	20.98	79.02	-58
GREENWAY TWP P-2	Greenway Twp	Itasca	17	6	11	17	35.29	64.71	-29
GREENWAY TWP P-3	Greenway Twp	Itasca	369	113	245	368	30.71	66.58	-36
HARRIS TWP	Harris Twp	Itasca	1893	967	878	1883	51.35	46.63	5
INGER PREC	Inger Unorganized	Itasca	115	35	78	115	30.43	67.83	-37
IRON RANGE TWP P-1	Iron Range Twp	Itasca	109	47	60	109	43.12	55.05	-12
IRON RANGE TWP P-2	Iron Range Twp	Itasca	26	9	16	26	34.62	61.54	-27
IRON RANGE TWP P-3	Iron Range Twp	Itasca	20	10	10	20	50	50	0
KEEWATIN	Keewatin	Itasca	537	117	397	535	21.87	74.21	-52
KINGHURST TWP	Kinghurst Twp	Itasca	64	39	22	64	60.94	34.38	27
LAKE JESSIE TWP	Lake Jessie Twp	Itasca	148	65	75	146	44.52	51.37	-7
LAPRAIRIE P-6	La Prairie	Itasca	355	161	177	352	45.74	50.28	-5
LAWRENCE TWP	Lawrence Twp	Itasca	297	88	202	293	30.03	68.94	-39
LIBERTY TWP	Liberty Twp	Itasca	24	14	9	24	58.33	37.5	21
LONE PINE TWP	Lone Pine Twp	Itasca	277	98	174	276	35.51	63.04	-28
GRAVE LAKE PREC	Grave Lake Unorganized	Itasca	99	40	55	99	40.4	55.56	-15
LONG LAKE PREC	Long Lake Unorganized	Itasca	158	74	81	158	46.84	51.27	-4
MARBLE	Marble	Itasca	297	75	212	295	25.42	71.86	-46
MARCELL TWP	Marcell Twp	Itasca	274	147	119	271	54.24	43.91	10
MAX TWP	Max Twp	Itasca	56	24	30	56	42.86	53.57	-11
MCLEOD PREC	Mcleod Unorganized	Itasca	343	128	204	340	37.65	60	-22
MOOSE PARK TWP	Moose Park Twp	Itasca	35	27	5	32	84.38	15.63	69
